,Date,Year,Month,Day,DayOfYear
2257,2002-01-13,2002,1,13,13
2258,2002-01-14,2002,1,14,14
2259,2002-01-15,2002,1,15,15
2260,2002-01-16,2002,1,16,16
2261,2002-01-17,2002,1,17,17
2262,2002-01-18,2002,1,18,18
2263,2002-01-19,2002,1,19,19
2264,2002-01-20,2002,1,20,20
2265,2002-01-21,2002,1,21,21
2266,2002-01-22,2002,1,22,22
2267,2002-01-23,2002,1,23,23
2268,2002-01-24,2002,1,24,24
2269,2002-01-25,2002,1,25,25
2270,2002-01-26,2002,1,26,26
2271,2002-01-29,2002,1,29,29
2272,2002-01-30,2002,1,30,30
2273,2002-01-31,2002,1,31,31
2274,2002-02-01,2002,2,1,32
2275,2002-02-02,2002,2,2,33
2276,2002-02-03,2002,2,3,34
2277,2002-02-04,2002,2,4,35
2278,2002-02-05,2002,2,5,36
2279,2002-02-06,2002,2,6,37
2280,2002-02-07,2002,2,7,38
2281,2002-02-08,2002,2,8,39
2282,2002-02-09,2002,2,9,40
2283,2002-02-10,2002,2,10,41
2284,2002-02-11,2002,2,11,42
2285,2002-02-12,2002,2,12,43
2286,2002-02-13,2002,2,13,44
2287,2002-02-14,2002,2,14,45
2288,2002-02-15,2002,2,15,46
2289,2002-02-16,2002,2,16,47
2290,2002-02-17,2002,2,17,48
2291,2002-02-18,2002,2,18,49
2292,2002-02-19,2002,2,19,50
2293,2002-02-20,2002,2,20,51
2294,2002-02-21,2002,2,21,52
2295,2002-02-22,2002,2,22,53
2296,2002-02-23,2002,2,23,54
2297,2002-02-24,2002,2,24,55
2298,2002-02-25,2002,2,25,56
2299,2002-02-26,2002,2,26,57
2300,2002-02-27,2002,2,27,58
2301,2002-02-28,2002,2,28,59
2302,2002-03-01,2002,3,1,60
2303,2002-03-02,2002,3,2,61
2304,2002-03-03,2002,3,3,62
2305,2002-03-04,2002,3,4,63
2306,2002-03-05,2002,3,5,64
2307,2002-03-06,2002,3,6,65
2308,2002-03-07,2002,3,7,66
2309,2002-03-08,2002,3,8,67
2310,2002-03-09,2002,3,9,68
2311,2002-03-10,2002,3,10,69
2312,2002-03-15,2002,3,15,74
2313,2002-03-16,2002,3,16,75
2314,2002-03-17,2002,3,17,76
2315,2002-03-18,2002,3,18,77
2316,2002-03-19,2002,3,19,78
2317,2002-03-20,2002,3,20,79
2318,2002-03-21,2002,3,21,80
2319,2002-03-22,2002,3,22,81
2320,2002-03-23,2002,3,23,82
2321,2002-03-24,2002,3,24,83
2322,2002-03-25,2002,3,25,84
2323,2002-03-26,2002,3,26,85
2324,2002-03-27,2002,3,27,86
2325,2002-03-28,2002,3,28,87
2326,2002-03-29,2002,3,29,88
2327,2002-03-30,2002,3,30,89
2328,2002-03-31,2002,3,31,90
2329,2002-04-01,2002,4,1,91
2330,2002-04-02,2002,4,2,92
2331,2002-04-03,2002,4,3,93
2332,2002-04-04,2002,4,4,94
2333,2002-04-05,2002,4,5,95
2334,2002-04-06,2002,4,6,96
2335,2002-04-07,2002,4,7,97
2336,2002-04-08,2002,4,8,98
2337,2002-04-09,2002,4,9,99
2338,2002-04-10,2002,4,10,100
2339,2002-04-11,2002,4,11,101
2340,2002-04-12,2002,4,12,102
2341,2002-04-13,2002,4,13,103
2342,2002-04-14,2002,4,14,104
2343,2002-04-15,2002,4,15,105
2344,2002-04-16,2002,4,16,106
2345,2002-04-17,2002,4,17,107
2346,2002-04-18,2002,4,18,108
2347,2002-04-19,2002,4,19,109
2348,2002-04-20,2002,4,20,110
2349,2002-04-21,2002,4,21,111
2350,2002-04-22,2002,4,22,112
2351,2002-04-23,2002,4,23,113
2352,2002-04-24,2002,4,24,114
2353,2002-04-25,2002,4,25,115
2354,2002-04-26,2002,4,26,116
2355,2002-04-27,2002,4,27,117
2356,2002-04-28,2002,4,28,118
2357,2002-04-29,2002,4,29,119
2358,2002-04-30,2002,4,30,120
2359,2002-05-01,2002,5,1,121
2360,2002-05-02,2002,5,2,122
2361,2002-05-03,2002,5,3,123
2362,2002-05-04,2002,5,4,124
2363,2002-05-05,2002,5,5,125
2364,2002-05-06,2002,5,6,126
2365,2002-05-07,2002,5,7,127
2366,2002-05-08,2002,5,8,128
2367,2002-05-09,2002,5,9,129
2368,2002-05-10,2002,5,10,130
2369,2002-05-11,2002,5,11,131
2370,2002-05-12,2002,5,12,132
2371,2002-05-13,2002,5,13,133
2372,2002-05-14,2002,5,14,134
2373,2002-05-15,2002,5,15,135
2374,2002-05-16,2002,5,16,136
2375,2002-05-17,2002,5,17,137
2376,2002-05-18,2002,5,18,138
2377,2002-05-19,2002,5,19,139
2378,2002-05-20,2002,5,20,140
2379,2002-05-21,2002,5,21,141
2380,2002-05-22,2002,5,22,142
2381,2002-05-23,2002,5,23,143
2382,2002-05-24,2002,5,24,144
2383,2002-05-25,2002,5,25,145
2384,2002-05-26,2002,5,26,146
2385,2002-05-27,2002,5,27,147
2386,2002-05-28,2002,5,28,148
2387,2002-05-29,2002,5,29,149
2388,2002-05-30,2002,5,30,150
2389,2002-05-31,2002,5,31,151
2390,2002-06-01,2002,6,1,152
2391,2002-06-02,2002,6,2,153
2392,2002-06-03,2002,6,3,154
2393,2002-06-04,2002,6,4,155
2394,2002-06-05,2002,6,5,156
2395,2002-06-06,2002,6,6,157
2396,2002-06-07,2002,6,7,158
2397,2002-06-08,2002,6,8,159
2398,2002-06-09,2002,6,9,160
2399,2002-06-10,2002,6,10,161
2400,2002-06-11,2002,6,11,162
2401,2002-06-12,2002,6,12,163
2402,2002-06-13,2002,6,13,164
2403,2002-06-14,2002,6,14,165
2404,2002-06-15,2002,6,15,166
2405,2002-06-16,2002,6,16,167
2406,2002-06-17,2002,6,17,168
2407,2002-06-22,2002,6,22,173
2408,2002-06-23,2002,6,23,174
2409,2002-06-24,2002,6,24,175
2410,2002-06-25,2002,6,25,176
2411,2002-06-26,2002,6,26,177
2412,2002-06-27,2002,6,27,178
2413,2002-06-28,2002,6,28,179
2414,2002-06-29,2002,6,29,180
2415,2002-06-30,2002,6,30,181
2416,2002-07-01,2002,7,1,182
2417,2002-07-02,2002,7,2,183
2418,2002-07-03,2002,7,3,184
2419,2002-07-04,2002,7,4,185
2420,2002-07-05,2002,7,5,186
2421,2002-07-06,2002,7,6,187
2422,2002-07-07,2002,7,7,188
2423,2002-07-08,2002,7,8,189
2424,2002-07-09,2002,7,9,190
2425,2002-07-10,2002,7,10,191
2426,2002-07-11,2002,7,11,192
2427,2002-07-12,2002,7,12,193
2428,2002-07-13,2002,7,13,194
2429,2002-07-14,2002,7,14,195
2430,2002-07-15,2002,7,15,196
2431,2002-07-16,2002,7,16,197
2432,2002-07-17,2002,7,17,198
2433,2002-07-18,2002,7,18,199
2434,2002-07-19,2002,7,19,200
2435,2002-07-20,2002,7,20,201
2436,2002-07-21,2002,7,21,202
2437,2002-07-22,2002,7,22,203
2438,2002-07-23,2002,7,23,204
2439,2002-07-24,2002,7,24,205
2440,2002-07-25,2002,7,25,206
2441,2002-07-26,2002,7,26,207
2442,2002-07-27,2002,7,27,208
2443,2002-07-28,2002,7,28,209
2444,2002-07-29,2002,7,29,210
2445,2002-07-30,2002,7,30,211
2446,2002-07-31,2002,7,31,212
2447,2002-08-01,2002,8,1,213
2448,2002-08-02,2002,8,2,214
2449,2002-08-03,2002,8,3,215
2450,2002-08-04,2002,8,4,216
2451,2002-08-05,2002,8,5,217
2452,2002-08-06,2002,8,6,218
2453,2002-08-07,2002,8,7,219
2454,2002-08-08,2002,8,8,220
2455,2002-08-09,2002,8,9,221
2456,2002-08-10,2002,8,10,222
2457,2002-08-11,2002,8,11,223
2458,2002-08-12,2002,8,12,224
2459,2002-08-13,2002,8,13,225
2460,2002-08-14,2002,8,14,226
2461,2002-08-15,2002,8,15,227
2462,2002-08-16,2002,8,16,228
2463,2002-08-17,2002,8,17,229
2464,2002-08-18,2002,8,18,230
2465,2002-08-19,2002,8,19,231
2466,2002-08-20,2002,8,20,232
2467,2002-08-21,2002,8,21,233
2468,2002-08-22,2002,8,22,234
2469,2002-08-23,2002,8,23,235
2470,2002-08-24,2002,8,24,236
2471,2002-08-25,2002,8,25,237
2472,2002-08-26,2002,8,26,238
2473,2002-08-27,2002,8,27,239
2474,2002-08-28,2002,8,28,240
2475,2002-08-29,2002,8,29,241
2476,2002-08-30,2002,8,30,242
2477,2002-08-31,2002,8,31,243
2478,2002-09-01,2002,9,1,244
2479,2002-09-02,2002,9,2,245
2480,2002-09-03,2002,9,3,246
2481,2002-09-04,2002,9,4,247
2482,2002-09-05,2002,9,5,248
2483,2002-09-06,2002,9,6,249
2484,2002-09-07,2002,9,7,250
2485,2002-09-08,2002,9,8,251
2486,2002-09-09,2002,9,9,252
2487,2002-09-10,2002,9,10,253
2488,2002-09-11,2002,9,11,254
2489,2002-09-12,2002,9,12,255
2490,2002-09-13,2002,9,13,256
2491,2002-09-14,2002,9,14,257
2492,2002-09-15,2002,9,15,258
2493,2002-09-16,2002,9,16,259
2494,2002-09-17,2002,9,17,260
2495,2002-09-18,2002,9,18,261
2496,2002-09-19,2002,9,19,262
2497,2002-09-20,2002,9,20,263
2498,2002-09-21,2002,9,21,264
2499,2002-09-22,2002,9,22,265
2500,2002-09-23,2002,9,23,266
2501,2002-09-24,2002,9,24,267
2502,2002-09-25,2002,9,25,268
2503,2002-09-26,2002,9,26,269
2504,2002-09-27,2002,9,27,270
2505,2002-09-28,2002,9,28,271
2506,2002-09-29,2002,9,29,272
2507,2002-09-30,2002,9,30,273
2508,2002-10-01,2002,10,1,274
2509,2002-10-02,2002,10,2,275
2510,2002-10-03,2002,10,3,276
2511,2002-10-04,2002,10,4,277
2512,2002-10-05,2002,10,5,278
2513,2002-10-06,2002,10,6,279
2514,2002-10-07,2002,10,7,280
2515,2002-10-08,2002,10,8,281
2516,2002-10-09,2002,10,9,282
2517,2002-10-10,2002,10,10,283
2518,2002-10-11,2002,10,11,284
2519,2002-10-12,2002,10,12,285
2520,2002-10-13,2002,10,13,286
2521,2002-10-14,2002,10,14,287
2522,2002-10-15,2002,10,15,288
2523,2002-10-16,2002,10,16,289
2524,2002-10-17,2002,10,17,290
2525,2002-10-18,2002,10,18,291
2526,2002-10-19,2002,10,19,292
2527,2002-10-20,2002,10,20,293
2528,2002-10-21,2002,10,21,294
2529,2002-10-22,2002,10,22,295
2530,2002-10-23,2002,10,23,296
2531,2002-10-24,2002,10,24,297
2532,2002-10-25,2002,10,25,298
2533,2002-10-27,2002,10,27,300
2534,2002-10-28,2002,10,28,301
2535,2002-10-29,2002,10,29,302
2536,2002-10-30,2002,10,30,303
2537,2002-10-31,2002,10,31,304
2538,2002-11-01,2002,11,1,305
2539,2002-11-03,2002,11,3,307
2540,2002-11-04,2002,11,4,308
2541,2002-11-05,2002,11,5,309
2542,2002-11-06,2002,11,6,310
2543,2002-11-07,2002,11,7,311
2544,2002-11-08,2002,11,8,312
2545,2002-11-09,2002,11,9,313
2546,2002-11-10,2002,11,10,314
2547,2002-11-11,2002,11,11,315
2548,2002-11-12,2002,11,12,316
2549,2002-11-13,2002,11,13,317
2550,2002-11-14,2002,11,14,318
2551,2002-11-15,2002,11,15,319
2552,2002-11-16,2002,11,16,320
2553,2002-11-17,2002,11,17,321
2554,2002-11-18,2002,11,18,322
2555,2002-11-19,2002,11,19,323
2556,2002-11-20,2002,11,20,324
2557,2002-11-21,2002,11,21,325
2558,2002-11-22,2002,11,22,326
2559,2002-11-24,2002,11,24,328
2560,2002-11-25,2002,11,25,329
2561,2002-11-26,2002,11,26,330
2562,2002-11-27,2002,11,27,331
2563,2002-11-28,2002,11,28,332
2564,2002-11-29,2002,11,29,333
2565,2002-11-30,2002,11,30,334
2566,2002-12-01,2002,12,1,335
2567,2002-12-02,2002,12,2,336
2568,2002-12-03,2002,12,3,337
2569,2002-12-04,2002,12,4,338
2570,2002-12-05,2002,12,5,339
2571,2002-12-06,2002,12,6,340
2572,2002-12-07,2002,12,7,341
2573,2002-12-08,2002,12,8,342
2574,2002-12-09,2002,12,9,343
2575,2002-12-10,2002,12,10,344
2576,2002-12-11,2002,12,11,345
2577,2002-12-12,2002,12,12,346
2578,2002-12-13,2002,12,13,347
2579,2002-12-14,2002,12,14,348
2580,2002-12-15,2002,12,15,349
2581,2002-12-16,2002,12,16,350
2582,2002-12-17,2002,12,17,351
2583,2002-12-18,2002,12,18,352
2584,2002-12-19,2002,12,19,353
2585,2002-12-20,2002,12,20,354
2586,2002-12-21,2002,12,21,355
2587,2002-12-22,2002,12,22,356
2588,2002-12-23,2002,12,23,357
2589,2002-12-24,2002,12,24,358
2590,2002-12-25,2002,12,25,359
2591,2002-12-26,2002,12,26,360
2592,2002-12-27,2002,12,27,361
2593,2002-12-28,2002,12,28,362
2594,2002-12-29,2002,12,29,363
2595,2002-12-30,2002,12,30,364
2596,2002-12-31,2002,12,31,365
2597,2003-01-01,2003,1,1,1
2598,2003-01-02,2003,1,2,2
2599,2003-01-03,2003,1,3,3
2600,2003-01-04,2003,1,4,4
2601,2003-01-05,2003,1,5,5
2602,2003-01-06,2003,1,6,6
2603,2003-01-07,2003,1,7,7
2604,2003-01-08,2003,1,8,8
2605,2003-01-09,2003,1,9,9
2606,2003-01-10,2003,1,10,10
2607,2003-01-11,2003,1,11,11
2608,2003-01-12,2003,1,12,12
2609,2003-01-13,2003,1,13,13
2610,2003-01-14,2003,1,14,14
2611,2003-01-15,2003,1,15,15
2612,2003-01-16,2003,1,16,16
2613,2003-01-17,2003,1,17,17
2614,2003-01-18,2003,1,18,18
2615,2003-01-19,2003,1,19,19
2616,2003-01-20,2003,1,20,20
2617,2003-01-21,2003,1,21,21
2618,2003-01-22,2003,1,22,22
2619,2003-01-23,2003,1,23,23
2620,2003-01-24,2003,1,24,24
2621,2003-01-25,2003,1,25,25
2622,2003-01-26,2003,1,26,26
2623,2003-01-27,2003,1,27,27
2624,2003-01-28,2003,1,28,28
2625,2003-01-29,2003,1,29,29
2626,2003-01-30,2003,1,30,30
2627,2003-01-31,2003,1,31,31
2628,2003-02-01,2003,2,1,32
2629,2003-02-02,2003,2,2,33
2630,2003-02-03,2003,2,3,34
2631,2003-02-04,2003,2,4,35
2632,2003-02-05,2003,2,5,36
2633,2003-02-06,2003,2,6,37
2634,2003-02-07,2003,2,7,38
2635,2003-02-08,2003,2,8,39
2636,2003-02-09,2003,2,9,40
2637,2003-02-10,2003,2,10,41
2638,2003-02-11,2003,2,11,42
2639,2003-02-12,2003,2,12,43
2640,2003-02-13,2003,2,13,44
2641,2003-02-14,2003,2,14,45
2642,2003-02-15,2003,2,15,46
2643,2003-02-16,2003,2,16,47
2644,2003-02-17,2003,2,17,48
2645,2003-02-18,2003,2,18,49
2646,2003-02-19,2003,2,19,50
2647,2003-02-20,2003,2,20,51
2648,2003-02-22,2003,2,22,53
2649,2003-02-23,2003,2,23,54
2650,2003-02-24,2003,2,24,55
2651,2003-02-25,2003,2,25,56
2652,2003-02-26,2003,2,26,57
2653,2003-02-27,2003,2,27,58
2654,2003-02-28,2003,2,28,59
2655,2003-03-01,2003,3,1,60
2656,2003-03-02,2003,3,2,61
2657,2003-03-03,2003,3,3,62
2658,2003-03-04,2003,3,4,63
2659,2003-03-05,2003,3,5,64
2660,2003-03-06,2003,3,6,65
2661,2003-03-07,2003,3,7,66
2662,2003-03-08,2003,3,8,67
2663,2003-03-09,2003,3,9,68
2664,2003-03-10,2003,3,10,69
2665,2003-03-11,2003,3,11,70
2666,2003-03-12,2003,3,12,71
2667,2003-03-13,2003,3,13,72
2668,2003-03-14,2003,3,14,73
2669,2003-03-15,2003,3,15,74
2670,2003-03-16,2003,3,16,75
2671,2003-03-17,2003,3,17,76
2672,2003-03-18,2003,3,18,77
2673,2003-03-19,2003,3,19,78
2674,2003-03-20,2003,3,20,79
2675,2003-03-21,2003,3,21,80
2676,2003-03-22,2003,3,22,81
2677,2003-03-23,2003,3,23,82
2678,2003-03-24,2003,3,24,83
2679,2003-03-25,2003,3,25,84
2680,2003-03-26,2003,3,26,85
2681,2003-03-27,2003,3,27,86
2682,2003-03-28,2003,3,28,87
2683,2003-03-29,2003,3,29,88
2684,2003-03-30,2003,3,30,89
2685,2003-03-31,2003,3,31,90
2686,2003-04-01,2003,4,1,91
2687,2003-04-02,2003,4,2,92
2688,2003-04-03,2003,4,3,93
2689,2003-04-04,2003,4,4,94
2690,2003-04-05,2003,4,5,95
2691,2003-04-06,2003,4,6,96
2692,2003-04-07,2003,4,7,97
2693,2003-04-08,2003,4,8,98
2694,2003-04-09,2003,4,9,99
2695,2003-04-10,2003,4,10,100
2696,2003-04-11,2003,4,11,101
2697,2003-04-12,2003,4,12,102
2698,2003-04-13,2003,4,13,103
2699,2003-04-14,2003,4,14,104
2700,2003-04-15,2003,4,15,105
2701,2003-04-16,2003,4,16,106
2702,2003-04-17,2003,4,17,107
2703,2003-04-18,2003,4,18,108
2704,2003-04-19,2003,4,19,109
2705,2003-04-20,2003,4,20,110
2706,2003-04-21,2003,4,21,111
2707,2003-04-22,2003,4,22,112
2708,2003-04-23,2003,4,23,113
2709,2003-04-24,2003,4,24,114
2710,2003-04-25,2003,4,25,115
2711,2003-04-26,2003,4,26,116
2712,2003-04-27,2003,4,27,117
2713,2003-04-28,2003,4,28,118
2714,2003-04-29,2003,4,29,119
2715,2003-04-30,2003,4,30,120
2716,2003-05-01,2003,5,1,121
2717,2003-05-02,2003,5,2,122
2718,2003-05-03,2003,5,3,123
2719,2003-05-04,2003,5,4,124
2720,2003-05-05,2003,5,5,125
2721,2003-05-06,2003,5,6,126
2722,2003-05-07,2003,5,7,127
2723,2003-05-08,2003,5,8,128
2724,2003-05-09,2003,5,9,129
2725,2003-05-10,2003,5,10,130
2726,2003-05-11,2003,5,11,131
2727,2003-05-12,2003,5,12,132
2728,2003-05-13,2003,5,13,133
2729,2003-05-14,2003,5,14,134
2730,2003-05-15,2003,5,15,135
2731,2003-05-16,2003,5,16,136
2732,2003-05-17,2003,5,17,137
2733,2003-05-18,2003,5,18,138
2734,2003-05-19,2003,5,19,139
2735,2003-05-20,2003,5,20,140
2736,2003-05-21,2003,5,21,141
2737,2003-05-22,2003,5,22,142
2738,2003-05-23,2003,5,23,143
2739,2003-05-24,2003,5,24,144
2740,2003-05-25,2003,5,25,145
2741,2003-05-26,2003,5,26,146
2742,2003-05-27,2003,5,27,147
2743,2003-05-28,2003,5,28,148
2744,2003-05-29,2003,5,29,149
2745,2003-05-30,2003,5,30,150
2746,2003-05-31,2003,5,31,151
2747,2003-06-01,2003,6,1,152
2748,2003-06-02,2003,6,2,153
2749,2003-06-03,2003,6,3,154
2750,2003-06-04,2003,6,4,155
2751,2003-06-05,2003,6,5,156
2752,2003-06-06,2003,6,6,157
2753,2003-06-07,2003,6,7,158
2754,2003-06-08,2003,6,8,159
2755,2003-06-09,2003,6,9,160
2756,2003-06-10,2003,6,10,161
2757,2003-06-11,2003,6,11,162
2758,2003-06-12,2003,6,12,163
2759,2003-06-13,2003,6,13,164
2760,2003-06-14,2003,6,14,165
2761,2003-06-15,2003,6,15,166
2762,2003-06-16,2003,6,16,167
2763,2003-06-17,2003,6,17,168
2764,2003-06-18,2003,6,18,169
2765,2003-06-19,2003,6,19,170
2766,2003-06-20,2003,6,20,171
2767,2003-06-21,2003,6,21,172
2768,2003-06-22,2003,6,22,173
2769,2003-06-23,2003,6,23,174
2770,2003-06-24,2003,6,24,175
2771,2003-06-25,2003,6,25,176
2772,2003-06-26,2003,6,26,177
2773,2003-06-27,2003,6,27,178
2774,2003-06-28,2003,6,28,179
2775,2003-06-29,2003,6,29,180
2776,2003-06-30,2003,6,30,181
2777,2003-07-01,2003,7,1,182
2778,2003-07-02,2003,7,2,183
2779,2003-07-03,2003,7,3,184
2780,2003-07-04,2003,7,4,185
2781,2003-07-05,2003,7,5,186
2782,2003-07-06,2003,7,6,187
2783,2003-07-07,2003,7,7,188
2784,2003-07-08,2003,7,8,189
2785,2003-07-09,2003,7,9,190
2786,2003-07-10,2003,7,10,191
2787,2003-07-11,2003,7,11,192
2788,2003-07-12,2003,7,12,193
2789,2003-07-13,2003,7,13,194
2790,2003-07-14,2003,7,14,195
2791,2003-07-15,2003,7,15,196
2792,2003-07-16,2003,7,16,197
2793,2003-07-17,2003,7,17,198
2794,2003-07-18,2003,7,18,199
2795,2003-07-19,2003,7,19,200
2796,2003-07-20,2003,7,20,201
2797,2003-07-21,2003,7,21,202
2798,2003-07-22,2003,7,22,203
2799,2003-07-23,2003,7,23,204
2800,2003-07-24,2003,7,24,205
2801,2003-07-25,2003,7,25,206
2802,2003-07-26,2003,7,26,207
2803,2003-07-27,2003,7,27,208
2804,2003-07-28,2003,7,28,209
2805,2003-07-29,2003,7,29,210
2806,2003-07-30,2003,7,30,211
2807,2003-07-31,2003,7,31,212
2808,2003-08-01,2003,8,1,213
2809,2003-08-02,2003,8,2,214
2810,2003-08-03,2003,8,3,215
2811,2003-08-04,2003,8,4,216
2812,2003-08-07,2003,8,7,219
2813,2003-08-08,2003,8,8,220
2814,2003-08-09,2003,8,9,221
2815,2003-08-10,2003,8,10,222
2816,2003-08-11,2003,8,11,223
2817,2003-08-12,2003,8,12,224
2818,2003-08-13,2003,8,13,225
2819,2003-08-14,2003,8,14,226
2820,2003-08-15,2003,8,15,227
2821,2003-08-16,2003,8,16,228
2822,2003-08-17,2003,8,17,229
2823,2003-08-18,2003,8,18,230
2824,2003-08-19,2003,8,19,231
2825,2003-08-20,2003,8,20,232
2826,2003-08-21,2003,8,21,233
2827,2003-08-22,2003,8,22,234
2828,2003-08-23,2003,8,23,235
2829,2003-08-24,2003,8,24,236
2830,2003-08-25,2003,8,25,237
2831,2003-08-26,2003,8,26,238
2832,2003-08-27,2003,8,27,239
2833,2003-08-28,2003,8,28,240
2834,2003-08-29,2003,8,29,241
2835,2003-08-30,2003,8,30,242
2836,2003-08-31,2003,8,31,243
2837,2003-09-01,2003,9,1,244
2838,2003-09-02,2003,9,2,245
2839,2003-09-03,2003,9,3,246
2840,2003-09-04,2003,9,4,247
2841,2003-09-05,2003,9,5,248
2842,2003-09-06,2003,9,6,249
2843,2003-09-07,2003,9,7,250
2844,2003-09-08,2003,9,8,251
2845,2003-09-09,2003,9,9,252
2846,2003-09-10,2003,9,10,253
2847,2003-09-11,2003,9,11,254
2848,2003-09-12,2003,9,12,255
2849,2003-09-13,2003,9,13,256
2850,2003-09-14,2003,9,14,257
2851,2003-09-15,2003,9,15,258
2852,2003-09-16,2003,9,16,259
2853,2003-09-17,2003,9,17,260
2854,2003-09-18,2003,9,18,261
2855,2003-09-19,2003,9,19,262
2856,2003-09-20,2003,9,20,263
2857,2003-09-21,2003,9,21,264
2858,2003-09-22,2003,9,22,265
2859,2003-09-23,2003,9,23,266
2860,2003-09-24,2003,9,24,267
2861,2003-09-25,2003,9,25,268
2862,2003-09-26,2003,9,26,269
2863,2003-09-27,2003,9,27,270
2864,2003-09-28,2003,9,28,271
2865,2003-09-29,2003,9,29,272
2866,2003-09-30,2003,9,30,273
2867,2003-10-01,2003,10,1,274
2868,2003-10-02,2003,10,2,275
2869,2003-10-03,2003,10,3,276
2870,2003-10-04,2003,10,4,277
2871,2003-10-05,2003,10,5,278
2872,2003-10-07,2003,10,7,280
2873,2003-10-08,2003,10,8,281
2874,2003-10-09,2003,10,9,282
2875,2003-10-10,2003,10,10,283
2876,2003-10-11,2003,10,11,284
2877,2003-10-12,2003,10,12,285
2878,2003-10-13,2003,10,13,286
2879,2003-10-14,2003,10,14,287
2880,2003-10-15,2003,10,15,288
2881,2003-10-16,2003,10,16,289
2882,2003-10-17,2003,10,17,290
2883,2003-10-18,2003,10,18,291
2884,2003-10-19,2003,10,19,292
2885,2003-10-20,2003,10,20,293
2886,2003-10-21,2003,10,21,294
2887,2003-10-22,2003,10,22,295
2888,2003-10-23,2003,10,23,296
2889,2003-10-24,2003,10,24,297
2890,2003-10-25,2003,10,25,298
2891,2003-10-26,2003,10,26,299
2892,2003-10-27,2003,10,27,300
2893,2003-10-28,2003,10,28,301
2894,2003-10-29,2003,10,29,302
2895,2003-10-30,2003,10,30,303
2896,2003-10-31,2003,10,31,304
2897,2003-11-01,2003,11,1,305
2898,2003-11-02,2003,11,2,306
2899,2003-11-03,2003,11,3,307
2900,2003-11-04,2003,11,4,308
2901,2003-11-05,2003,11,5,309
2902,2003-11-06,2003,11,6,310
2903,2003-11-07,2003,11,7,311
2904,2003-11-08,2003,11,8,312
2905,2003-11-09,2003,11,9,313
2906,2003-11-10,2003,11,10,314
2907,2003-11-11,2003,11,11,315
2908,2003-11-12,2003,11,12,316
2909,2003-11-13,2003,11,13,317
2910,2003-11-14,2003,11,14,318
2911,2003-11-15,2003,11,15,319
2912,2003-11-16,2003,11,16,320
2913,2003-11-17,2003,11,17,321
2914,2003-11-18,2003,11,18,322
2915,2003-11-19,2003,11,19,323
2916,2003-11-20,2003,11,20,324
2917,2003-11-21,2003,11,21,325
2918,2003-11-22,2003,11,22,326
2919,2003-11-23,2003,11,23,327
2920,2003-11-24,2003,11,24,328
2921,2003-11-25,2003,11,25,329
2922,2003-11-26,2003,11,26,330
2923,2003-11-27,2003,11,27,331
2924,2003-11-28,2003,11,28,332
2925,2003-11-29,2003,11,29,333
2926,2003-11-30,2003,11,30,334
2927,2003-12-01,2003,12,1,335
2928,2003-12-02,2003,12,2,336
2929,2003-12-03,2003,12,3,337
2930,2003-12-04,2003,12,4,338
2931,2003-12-05,2003,12,5,339
2932,2003-12-06,2003,12,6,340
2933,2003-12-07,2003,12,7,341
2934,2003-12-08,2003,12,8,342
2935,2003-12-09,2003,12,9,343
2936,2003-12-10,2003,12,10,344
2937,2003-12-11,2003,12,11,345
2938,2003-12-12,2003,12,12,346
2939,2003-12-13,2003,12,13,347
2940,2003-12-14,2003,12,14,348
2941,2003-12-15,2003,12,15,349
2942,2003-12-16,2003,12,16,350
2943,2003-12-17,2003,12,17,351
2944,2003-12-18,2003,12,18,352
2945,2003-12-19,2003,12,19,353
2946,2003-12-20,2003,12,20,354
2947,2003-12-21,2003,12,21,355
2948,2003-12-22,2003,12,22,356
2949,2003-12-23,2003,12,23,357
2950,2003-12-24,2003,12,24,358
2951,2003-12-25,2003,12,25,359
2952,2003-12-26,2003,12,26,360
2953,2003-12-27,2003,12,27,361
2954,2003-12-28,2003,12,28,362
2955,2003-12-29,2003,12,29,363
2956,2003-12-30,2003,12,30,364
2957,2003-12-31,2003,12,31,365
2958,2004-01-01,2004,1,1,1
2959,2004-01-02,2004,1,2,2
2960,2004-01-03,2004,1,3,3
2961,2004-01-04,2004,1,4,4
2962,2004-01-05,2004,1,5,5
2963,2004-01-06,2004,1,6,6
2964,2004-01-07,2004,1,7,7
2965,2004-01-08,2004,1,8,8
2966,2004-01-09,2004,1,9,9
2967,2004-01-10,2004,1,10,10
2968,2004-01-11,2004,1,11,11
2969,2004-01-12,2004,1,12,12
2970,2004-01-13,2004,1,13,13
2971,2004-01-14,2004,1,14,14
2972,2004-01-15,2004,1,15,15
2973,2004-01-16,2004,1,16,16
2974,2004-01-17,2004,1,17,17
2975,2004-01-18,2004,1,18,18
2976,2004-01-19,2004,1,19,19
2977,2004-01-20,2004,1,20,20
2978,2004-01-21,2004,1,21,21
2979,2004-01-22,2004,1,22,22
2980,2004-01-23,2004,1,23,23
2981,2004-01-24,2004,1,24,24
2982,2004-01-25,2004,1,25,25
2983,2004-01-26,2004,1,26,26
2984,2004-01-27,2004,1,27,27
2985,2004-01-28,2004,1,28,28
2986,2004-01-29,2004,1,29,29
2987,2004-01-30,2004,1,30,30
2988,2004-01-31,2004,1,31,31
2989,2004-02-01,2004,2,1,32
2990,2004-02-02,2004,2,2,33
2991,2004-02-03,2004,2,3,34
