,Date,Year,Month,Day,Country_Israel,DayOfYear
20812,2001-03-30,2001,3,30,1,89
20813,2001-03-31,2001,3,31,1,90
20814,2001-04-01,2001,4,1,1,91
20815,2001-04-02,2001,4,2,1,92
20816,2001-04-03,2001,4,3,1,93
20817,2001-04-04,2001,4,4,1,94
20818,2001-04-05,2001,4,5,1,95
20819,2001-04-06,2001,4,6,1,96
20820,2001-04-07,2001,4,7,1,97
20821,2001-04-08,2001,4,8,1,98
20822,2001-04-09,2001,4,9,1,99
20823,2001-04-10,2001,4,10,1,100
20824,2001-04-11,2001,4,11,1,101
20825,2001-04-12,2001,4,12,1,102
20826,2001-04-13,2001,4,13,1,103
20827,2001-04-14,2001,4,14,1,104
20828,2001-04-15,2001,4,15,1,105
20829,2001-04-16,2001,4,16,1,106
20830,2001-04-17,2001,4,17,1,107
20831,2001-04-18,2001,4,18,1,108
20832,2001-04-19,2001,4,19,1,109
20833,2001-04-20,2001,4,20,1,110
20834,2001-04-21,2001,4,21,1,111
20835,2001-04-22,2001,4,22,1,112
20836,2001-04-23,2001,4,23,1,113
20837,2001-04-24,2001,4,24,1,114
20838,2001-04-25,2001,4,25,1,115
20839,2001-04-26,2001,4,26,1,116
20840,2001-04-27,2001,4,27,1,117
20841,2001-04-28,2001,4,28,1,118
20842,2001-04-29,2001,4,29,1,119
20843,2001-04-30,2001,4,30,1,120
20844,2001-05-01,2001,5,1,1,121
20845,2001-05-02,2001,5,2,1,122
20846,2001-05-03,2001,5,3,1,123
20847,2001-05-04,2001,5,4,1,124
20848,2001-05-05,2001,5,5,1,125
20849,2001-05-06,2001,5,6,1,126
20850,2001-05-07,2001,5,7,1,127
20851,2001-05-08,2001,5,8,1,128
20852,2001-05-09,2001,5,9,1,129
20853,2001-05-10,2001,5,10,1,130
20854,2001-05-11,2001,5,11,1,131
20855,2001-05-12,2001,5,12,1,132
20856,2001-05-13,2001,5,13,1,133
20857,2001-05-14,2001,5,14,1,134
20858,2001-05-15,2001,5,15,1,135
20859,2001-05-16,2001,5,16,1,136
20860,2001-05-17,2001,5,17,1,137
20861,2001-05-18,2001,5,18,1,138
20862,2001-05-19,2001,5,19,1,139
20863,2001-05-20,2001,5,20,1,140
20864,2001-05-21,2001,5,21,1,141
20865,2001-05-22,2001,5,22,1,142
20866,2001-05-23,2001,5,23,1,143
20867,2001-05-24,2001,5,24,1,144
20868,2001-05-25,2001,5,25,1,145
20869,2001-05-26,2001,5,26,1,146
20870,2001-05-27,2001,5,27,1,147
20871,2001-05-28,2001,5,28,1,148
20872,2001-05-29,2001,5,29,1,149
20873,2001-05-30,2001,5,30,1,150
20874,2001-05-31,2001,5,31,1,151
20875,2001-06-01,2001,6,1,1,152
20876,2001-06-02,2001,6,2,1,153
20877,2001-06-03,2001,6,3,1,154
20878,2001-06-04,2001,6,4,1,155
20879,2001-06-05,2001,6,5,1,156
20880,2001-06-06,2001,6,6,1,157
20881,2001-06-07,2001,6,7,1,158
20882,2001-06-08,2001,6,8,1,159
20883,2001-06-09,2001,6,9,1,160
20884,2001-06-10,2001,6,10,1,161
20885,2001-06-11,2001,6,11,1,162
20886,2001-06-12,2001,6,12,1,163
20887,2001-06-13,2001,6,13,1,164
20888,2001-06-14,2001,6,14,1,165
20889,2001-06-15,2001,6,15,1,166
20890,2001-06-16,2001,6,16,1,167
20891,2001-06-17,2001,6,17,1,168
20892,2001-06-18,2001,6,18,1,169
20893,2001-06-19,2001,6,19,1,170
20894,2001-06-20,2001,6,20,1,171
20895,2001-06-21,2001,6,21,1,172
20896,2001-06-22,2001,6,22,1,173
20897,2001-06-23,2001,6,23,1,174
20898,2001-06-24,2001,6,24,1,175
20899,2001-06-25,2001,6,25,1,176
20900,2001-06-26,2001,6,26,1,177
20901,2001-06-27,2001,6,27,1,178
20902,2001-06-28,2001,6,28,1,179
20903,2001-06-29,2001,6,29,1,180
20904,2001-06-30,2001,6,30,1,181
20905,2001-07-01,2001,7,1,1,182
20906,2001-07-02,2001,7,2,1,183
20907,2001-07-03,2001,7,3,1,184
20908,2001-07-04,2001,7,4,1,185
20909,2001-07-05,2001,7,5,1,186
20910,2001-07-06,2001,7,6,1,187
20911,2001-07-07,2001,7,7,1,188
20912,2001-07-08,2001,7,8,1,189
20913,2001-07-09,2001,7,9,1,190
20914,2001-07-10,2001,7,10,1,191
20915,2001-07-11,2001,7,11,1,192
20916,2001-07-12,2001,7,12,1,193
20917,2001-07-13,2001,7,13,1,194
20918,2001-07-14,2001,7,14,1,195
20919,2001-07-15,2001,7,15,1,196
20920,2001-07-16,2001,7,16,1,197
20921,2001-07-17,2001,7,17,1,198
20922,2001-07-18,2001,7,18,1,199
20923,2001-07-19,2001,7,19,1,200
20924,2001-07-20,2001,7,20,1,201
20925,2001-07-21,2001,7,21,1,202
20926,2001-07-22,2001,7,22,1,203
20927,2001-07-23,2001,7,23,1,204
20928,2001-07-24,2001,7,24,1,205
20929,2001-07-25,2001,7,25,1,206
20930,2001-07-26,2001,7,26,1,207
20931,2001-07-27,2001,7,27,1,208
20932,2001-07-28,2001,7,28,1,209
20933,2001-07-29,2001,7,29,1,210
20934,2001-07-30,2001,7,30,1,211
20935,2001-07-31,2001,7,31,1,212
20936,2001-08-01,2001,8,1,1,213
20937,2001-08-02,2001,8,2,1,214
20938,2001-08-03,2001,8,3,1,215
20939,2001-08-04,2001,8,4,1,216
20940,2001-08-05,2001,8,5,1,217
20941,2001-08-06,2001,8,6,1,218
20942,2001-08-07,2001,8,7,1,219
20943,2001-08-08,2001,8,8,1,220
20944,2001-08-09,2001,8,9,1,221
20945,2001-08-10,2001,8,10,1,222
20946,2001-08-11,2001,8,11,1,223
20947,2001-08-12,2001,8,12,1,224
20948,2001-08-13,2001,8,13,1,225
20949,2001-08-14,2001,8,14,1,226
20950,2001-08-15,2001,8,15,1,227
20951,2001-08-16,2001,8,16,1,228
20952,2001-08-17,2001,8,17,1,229
20953,2001-08-18,2001,8,18,1,230
20954,2001-08-19,2001,8,19,1,231
20964,2001-08-29,2001,8,29,1,241
20965,2001-08-30,2001,8,30,1,242
20966,2001-08-31,2001,8,31,1,243
20967,2001-09-01,2001,9,1,1,244
20968,2001-09-02,2001,9,2,1,245
20969,2001-09-03,2001,9,3,1,246
20970,2001-09-04,2001,9,4,1,247
20971,2001-09-05,2001,9,5,1,248
20972,2001-09-06,2001,9,6,1,249
20973,2001-09-07,2001,9,7,1,250
20974,2001-09-08,2001,9,8,1,251
20975,2001-09-09,2001,9,9,1,252
20986,2001-09-20,2001,9,20,1,263
20987,2001-09-21,2001,9,21,1,264
20988,2001-09-22,2001,9,22,1,265
20989,2001-09-23,2001,9,23,1,266
20990,2001-09-24,2001,9,24,1,267
20991,2001-09-25,2001,9,25,1,268
20992,2001-09-26,2001,9,26,1,269
20993,2001-09-27,2001,9,27,1,270
20995,2001-09-29,2001,9,29,1,272
20996,2001-09-30,2001,9,30,1,273
20997,2001-10-01,2001,10,1,1,274
20999,2001-10-03,2001,10,3,1,276
21000,2001-10-04,2001,10,4,1,277
21001,2001-10-05,2001,10,5,1,278
21002,2001-10-06,2001,10,6,1,279
21003,2001-10-07,2001,10,7,1,280
21004,2001-10-08,2001,10,8,1,281
21005,2001-10-09,2001,10,9,1,282
21006,2001-10-10,2001,10,10,1,283
21007,2001-10-11,2001,10,11,1,284
21008,2001-10-12,2001,10,12,1,285
21009,2001-10-13,2001,10,13,1,286
21010,2001-10-14,2001,10,14,1,287
21011,2001-10-15,2001,10,15,1,288
21012,2001-10-16,2001,10,16,1,289
21013,2001-10-17,2001,10,17,1,290
21014,2001-10-18,2001,10,18,1,291
21015,2001-10-19,2001,10,19,1,292
21016,2001-10-20,2001,10,20,1,293
21017,2001-10-21,2001,10,21,1,294
21018,2001-10-22,2001,10,22,1,295
21019,2001-10-23,2001,10,23,1,296
21020,2001-10-24,2001,10,24,1,297
21021,2001-10-25,2001,10,25,1,298
21022,2001-10-26,2001,10,26,1,299
21023,2001-10-27,2001,10,27,1,300
21025,2001-10-29,2001,10,29,1,302
21026,2001-10-30,2001,10,30,1,303
21027,2001-10-31,2001,10,31,1,304
21028,2001-11-01,2001,11,1,1,305
21029,2001-11-02,2001,11,2,1,306
21030,2001-11-03,2001,11,3,1,307
21031,2001-11-04,2001,11,4,1,308
21032,2001-11-05,2001,11,5,1,309
21033,2001-11-06,2001,11,6,1,310
21034,2001-11-07,2001,11,7,1,311
21035,2001-11-08,2001,11,8,1,312
21036,2001-11-09,2001,11,9,1,313
21037,2001-11-10,2001,11,10,1,314
21038,2001-11-11,2001,11,11,1,315
21039,2001-11-12,2001,11,12,1,316
21040,2001-11-13,2001,11,13,1,317
21041,2001-11-14,2001,11,14,1,318
21042,2001-11-15,2001,11,15,1,319
21043,2001-11-16,2001,11,16,1,320
21044,2001-11-17,2001,11,17,1,321
21045,2001-11-18,2001,11,18,1,322
21046,2001-11-19,2001,11,19,1,323
21047,2001-11-20,2001,11,20,1,324
21048,2001-11-21,2001,11,21,1,325
21049,2001-11-22,2001,11,22,1,326
21050,2001-11-23,2001,11,23,1,327
21051,2001-11-24,2001,11,24,1,328
21052,2001-11-25,2001,11,25,1,329
21053,2001-11-26,2001,11,26,1,330
21054,2001-11-27,2001,11,27,1,331
21055,2001-11-28,2001,11,28,1,332
21056,2001-11-29,2001,11,29,1,333
21057,2001-11-30,2001,11,30,1,334
21058,2001-12-01,2001,12,1,1,335
21061,2001-12-04,2001,12,4,1,338
21062,2001-12-05,2001,12,5,1,339
21063,2001-12-06,2001,12,6,1,340
21064,2001-12-07,2001,12,7,1,341
21065,2001-12-08,2001,12,8,1,342
21066,2001-12-09,2001,12,9,1,343
21067,2001-12-10,2001,12,10,1,344
21068,2001-12-11,2001,12,11,1,345
21069,2001-12-12,2001,12,12,1,346
21070,2001-12-13,2001,12,13,1,347
21071,2001-12-14,2001,12,14,1,348
21074,2001-12-17,2001,12,17,1,351
21075,2001-12-18,2001,12,18,1,352
21076,2001-12-19,2001,12,19,1,353
21077,2001-12-20,2001,12,20,1,354
21078,2001-12-21,2001,12,21,1,355
21079,2001-12-22,2001,12,22,1,356
21080,2001-12-23,2001,12,23,1,357
21081,2001-12-24,2001,12,24,1,358
21082,2001-12-25,2001,12,25,1,359
21083,2001-12-26,2001,12,26,1,360
21084,2001-12-27,2001,12,27,1,361
21085,2001-12-28,2001,12,28,1,362
21086,2001-12-29,2001,12,29,1,363
21087,2001-12-30,2001,12,30,1,364
21088,2001-12-31,2001,12,31,1,365
21089,2002-01-01,2002,1,1,1,1
21090,2002-01-02,2002,1,2,1,2
21091,2002-01-03,2002,1,3,1,3
21092,2002-01-04,2002,1,4,1,4
21093,2002-01-05,2002,1,5,1,5
21094,2002-01-06,2002,1,6,1,6
21095,2002-01-07,2002,1,7,1,7
21096,2002-01-08,2002,1,8,1,8
21097,2002-01-09,2002,1,9,1,9
21098,2002-01-10,2002,1,10,1,10
21099,2002-01-11,2002,1,11,1,11
21100,2002-01-12,2002,1,12,1,12
21101,2002-01-13,2002,1,13,1,13
21102,2002-01-14,2002,1,14,1,14
21103,2002-01-15,2002,1,15,1,15
21104,2002-01-16,2002,1,16,1,16
21105,2002-01-17,2002,1,17,1,17
21106,2002-01-18,2002,1,18,1,18
21107,2002-01-19,2002,1,19,1,19
21108,2002-01-20,2002,1,20,1,20
21109,2002-01-21,2002,1,21,1,21
21110,2002-01-22,2002,1,22,1,22
21111,2002-01-23,2002,1,23,1,23
21112,2002-01-24,2002,1,24,1,24
21113,2002-01-25,2002,1,25,1,25
21114,2002-01-26,2002,1,26,1,26
21117,2002-01-29,2002,1,29,1,29
21118,2002-01-30,2002,1,30,1,30
21119,2002-01-31,2002,1,31,1,31
21120,2002-02-01,2002,2,1,1,32
21121,2002-02-02,2002,2,2,1,33
21122,2002-02-03,2002,2,3,1,34
21123,2002-02-04,2002,2,4,1,35
21124,2002-02-05,2002,2,5,1,36
21125,2002-02-06,2002,2,6,1,37
21126,2002-02-07,2002,2,7,1,38
21127,2002-02-08,2002,2,8,1,39
21128,2002-02-09,2002,2,9,1,40
21129,2002-02-10,2002,2,10,1,41
21130,2002-02-11,2002,2,11,1,42
21131,2002-02-12,2002,2,12,1,43
21132,2002-02-13,2002,2,13,1,44
21133,2002-02-14,2002,2,14,1,45
21134,2002-02-15,2002,2,15,1,46
21135,2002-02-16,2002,2,16,1,47
21136,2002-02-17,2002,2,17,1,48
21137,2002-02-18,2002,2,18,1,49
21138,2002-02-19,2002,2,19,1,50
21139,2002-02-20,2002,2,20,1,51
21140,2002-02-21,2002,2,21,1,52
21141,2002-02-22,2002,2,22,1,53
21142,2002-02-23,2002,2,23,1,54
21143,2002-02-24,2002,2,24,1,55
21144,2002-02-25,2002,2,25,1,56
21145,2002-02-26,2002,2,26,1,57
21146,2002-02-27,2002,2,27,1,58
21147,2002-02-28,2002,2,28,1,59
21148,2002-03-01,2002,3,1,1,60
21149,2002-03-02,2002,3,2,1,61
21150,2002-03-03,2002,3,3,1,62
21151,2002-03-04,2002,3,4,1,63
21152,2002-03-05,2002,3,5,1,64
21153,2002-03-06,2002,3,6,1,65
21154,2002-03-07,2002,3,7,1,66
21155,2002-03-08,2002,3,8,1,67
21156,2002-03-09,2002,3,9,1,68
21157,2002-03-10,2002,3,10,1,69
21162,2002-03-15,2002,3,15,1,74
21163,2002-03-16,2002,3,16,1,75
21164,2002-03-17,2002,3,17,1,76
21165,2002-03-18,2002,3,18,1,77
21166,2002-03-19,2002,3,19,1,78
21167,2002-03-20,2002,3,20,1,79
21168,2002-03-21,2002,3,21,1,80
21169,2002-03-22,2002,3,22,1,81
21170,2002-03-23,2002,3,23,1,82
21171,2002-03-24,2002,3,24,1,83
21172,2002-03-25,2002,3,25,1,84
21173,2002-03-26,2002,3,26,1,85
21174,2002-03-27,2002,3,27,1,86
21175,2002-03-28,2002,3,28,1,87
21176,2002-03-29,2002,3,29,1,88
21177,2002-03-30,2002,3,30,1,89
21178,2002-03-31,2002,3,31,1,90
21179,2002-04-01,2002,4,1,1,91
21180,2002-04-02,2002,4,2,1,92
21181,2002-04-03,2002,4,3,1,93
21182,2002-04-04,2002,4,4,1,94
21183,2002-04-05,2002,4,5,1,95
21184,2002-04-06,2002,4,6,1,96
21185,2002-04-07,2002,4,7,1,97
21186,2002-04-08,2002,4,8,1,98
21187,2002-04-09,2002,4,9,1,99
21188,2002-04-10,2002,4,10,1,100
21189,2002-04-11,2002,4,11,1,101
21190,2002-04-12,2002,4,12,1,102
21191,2002-04-13,2002,4,13,1,103
21192,2002-04-14,2002,4,14,1,104
21193,2002-04-15,2002,4,15,1,105
21194,2002-04-16,2002,4,16,1,106
21195,2002-04-17,2002,4,17,1,107
21196,2002-04-18,2002,4,18,1,108
21197,2002-04-19,2002,4,19,1,109
21198,2002-04-20,2002,4,20,1,110
21199,2002-04-21,2002,4,21,1,111
21200,2002-04-22,2002,4,22,1,112
21201,2002-04-23,2002,4,23,1,113
21202,2002-04-24,2002,4,24,1,114
21203,2002-04-25,2002,4,25,1,115
21204,2002-04-26,2002,4,26,1,116
21205,2002-04-27,2002,4,27,1,117
21206,2002-04-28,2002,4,28,1,118
21207,2002-04-29,2002,4,29,1,119
21208,2002-04-30,2002,4,30,1,120
21209,2002-05-01,2002,5,1,1,121
21210,2002-05-02,2002,5,2,1,122
21211,2002-05-03,2002,5,3,1,123
21212,2002-05-04,2002,5,4,1,124
21213,2002-05-05,2002,5,5,1,125
21214,2002-05-06,2002,5,6,1,126
21215,2002-05-07,2002,5,7,1,127
21216,2002-05-08,2002,5,8,1,128
21217,2002-05-09,2002,5,9,1,129
21218,2002-05-10,2002,5,10,1,130
21219,2002-05-11,2002,5,11,1,131
21220,2002-05-12,2002,5,12,1,132
21221,2002-05-13,2002,5,13,1,133
21222,2002-05-14,2002,5,14,1,134
21223,2002-05-15,2002,5,15,1,135
21224,2002-05-16,2002,5,16,1,136
21225,2002-05-17,2002,5,17,1,137
21226,2002-05-18,2002,5,18,1,138
21227,2002-05-19,2002,5,19,1,139
21228,2002-05-20,2002,5,20,1,140
21229,2002-05-21,2002,5,21,1,141
21230,2002-05-22,2002,5,22,1,142
21231,2002-05-23,2002,5,23,1,143
21232,2002-05-24,2002,5,24,1,144
21233,2002-05-25,2002,5,25,1,145
21234,2002-05-26,2002,5,26,1,146
21235,2002-05-27,2002,5,27,1,147
21236,2002-05-28,2002,5,28,1,148
21237,2002-05-29,2002,5,29,1,149
21238,2002-05-30,2002,5,30,1,150
21239,2002-05-31,2002,5,31,1,151
21240,2002-06-01,2002,6,1,1,152
21241,2002-06-02,2002,6,2,1,153
21242,2002-06-03,2002,6,3,1,154
21243,2002-06-04,2002,6,4,1,155
21244,2002-06-05,2002,6,5,1,156
21245,2002-06-06,2002,6,6,1,157
21246,2002-06-07,2002,6,7,1,158
21247,2002-06-08,2002,6,8,1,159
21248,2002-06-09,2002,6,9,1,160
21249,2002-06-10,2002,6,10,1,161
21250,2002-06-11,2002,6,11,1,162
21251,2002-06-12,2002,6,12,1,163
21252,2002-06-13,2002,6,13,1,164
21253,2002-06-14,2002,6,14,1,165
21254,2002-06-15,2002,6,15,1,166
21255,2002-06-16,2002,6,16,1,167
21256,2002-06-17,2002,6,17,1,168
21261,2002-06-22,2002,6,22,1,173
21262,2002-06-23,2002,6,23,1,174
21263,2002-06-24,2002,6,24,1,175
21264,2002-06-25,2002,6,25,1,176
21265,2002-06-26,2002,6,26,1,177
21266,2002-06-27,2002,6,27,1,178
21267,2002-06-28,2002,6,28,1,179
21268,2002-06-29,2002,6,29,1,180
21269,2002-06-30,2002,6,30,1,181
21270,2002-07-01,2002,7,1,1,182
21271,2002-07-02,2002,7,2,1,183
21272,2002-07-03,2002,7,3,1,184
21273,2002-07-04,2002,7,4,1,185
21274,2002-07-05,2002,7,5,1,186
21275,2002-07-06,2002,7,6,1,187
21276,2002-07-07,2002,7,7,1,188
21277,2002-07-08,2002,7,8,1,189
21278,2002-07-09,2002,7,9,1,190
21279,2002-07-10,2002,7,10,1,191
21280,2002-07-11,2002,7,11,1,192
21281,2002-07-12,2002,7,12,1,193
21282,2002-07-13,2002,7,13,1,194
21283,2002-07-14,2002,7,14,1,195
21284,2002-07-15,2002,7,15,1,196
21285,2002-07-16,2002,7,16,1,197
21286,2002-07-17,2002,7,17,1,198
21287,2002-07-18,2002,7,18,1,199
21288,2002-07-19,2002,7,19,1,200
21289,2002-07-20,2002,7,20,1,201
21290,2002-07-21,2002,7,21,1,202
21291,2002-07-22,2002,7,22,1,203
21292,2002-07-23,2002,7,23,1,204
21293,2002-07-24,2002,7,24,1,205
21294,2002-07-25,2002,7,25,1,206
21295,2002-07-26,2002,7,26,1,207
21296,2002-07-27,2002,7,27,1,208
21297,2002-07-28,2002,7,28,1,209
21298,2002-07-29,2002,7,29,1,210
21299,2002-07-30,2002,7,30,1,211
21300,2002-07-31,2002,7,31,1,212
21301,2002-08-01,2002,8,1,1,213
21302,2002-08-02,2002,8,2,1,214
21303,2002-08-03,2002,8,3,1,215
21304,2002-08-04,2002,8,4,1,216
21305,2002-08-05,2002,8,5,1,217
21306,2002-08-06,2002,8,6,1,218
21307,2002-08-07,2002,8,7,1,219
21308,2002-08-08,2002,8,8,1,220
21309,2002-08-09,2002,8,9,1,221
21310,2002-08-10,2002,8,10,1,222
21311,2002-08-11,2002,8,11,1,223
21312,2002-08-12,2002,8,12,1,224
21313,2002-08-13,2002,8,13,1,225
21314,2002-08-14,2002,8,14,1,226
21315,2002-08-15,2002,8,15,1,227
21316,2002-08-16,2002,8,16,1,228
21317,2002-08-17,2002,8,17,1,229
21318,2002-08-18,2002,8,18,1,230
21319,2002-08-19,2002,8,19,1,231
21320,2002-08-20,2002,8,20,1,232
21321,2002-08-21,2002,8,21,1,233
21322,2002-08-22,2002,8,22,1,234
21323,2002-08-23,2002,8,23,1,235
21324,2002-08-24,2002,8,24,1,236
21325,2002-08-25,2002,8,25,1,237
21326,2002-08-26,2002,8,26,1,238
21327,2002-08-27,2002,8,27,1,239
21328,2002-08-28,2002,8,28,1,240
21329,2002-08-29,2002,8,29,1,241
21330,2002-08-30,2002,8,30,1,242
21331,2002-08-31,2002,8,31,1,243
21332,2002-09-01,2002,9,1,1,244
21333,2002-09-02,2002,9,2,1,245
21334,2002-09-03,2002,9,3,1,246
21335,2002-09-04,2002,9,4,1,247
21336,2002-09-05,2002,9,5,1,248
21337,2002-09-06,2002,9,6,1,249
21338,2002-09-07,2002,9,7,1,250
21339,2002-09-08,2002,9,8,1,251
21340,2002-09-09,2002,9,9,1,252
21341,2002-09-10,2002,9,10,1,253
21342,2002-09-11,2002,9,11,1,254
21343,2002-09-12,2002,9,12,1,255
21344,2002-09-13,2002,9,13,1,256
21345,2002-09-14,2002,9,14,1,257
21346,2002-09-15,2002,9,15,1,258
21347,2002-09-16,2002,9,16,1,259
21348,2002-09-17,2002,9,17,1,260
21349,2002-09-18,2002,9,18,1,261
21350,2002-09-19,2002,9,19,1,262
21351,2002-09-20,2002,9,20,1,263
21352,2002-09-21,2002,9,21,1,264
21353,2002-09-22,2002,9,22,1,265
21354,2002-09-23,2002,9,23,1,266
21355,2002-09-24,2002,9,24,1,267
21356,2002-09-25,2002,9,25,1,268
21357,2002-09-26,2002,9,26,1,269
21358,2002-09-27,2002,9,27,1,270
21359,2002-09-28,2002,9,28,1,271
21360,2002-09-29,2002,9,29,1,272
21361,2002-09-30,2002,9,30,1,273
21362,2002-10-01,2002,10,1,1,274
21363,2002-10-02,2002,10,2,1,275
21364,2002-10-03,2002,10,3,1,276
21365,2002-10-04,2002,10,4,1,277
21366,2002-10-05,2002,10,5,1,278
21367,2002-10-06,2002,10,6,1,279
21368,2002-10-07,2002,10,7,1,280
21369,2002-10-08,2002,10,8,1,281
21370,2002-10-09,2002,10,9,1,282
21371,2002-10-10,2002,10,10,1,283
21372,2002-10-11,2002,10,11,1,284
21373,2002-10-12,2002,10,12,1,285
21374,2002-10-13,2002,10,13,1,286
21375,2002-10-14,2002,10,14,1,287
21376,2002-10-15,2002,10,15,1,288
21377,2002-10-16,2002,10,16,1,289
21378,2002-10-17,2002,10,17,1,290
21379,2002-10-18,2002,10,18,1,291
21380,2002-10-19,2002,10,19,1,292
21381,2002-10-20,2002,10,20,1,293
21382,2002-10-21,2002,10,21,1,294
21383,2002-10-22,2002,10,22,1,295
21384,2002-10-23,2002,10,23,1,296
21385,2002-10-24,2002,10,24,1,297
21386,2002-10-25,2002,10,25,1,298
21388,2002-10-27,2002,10,27,1,300
21389,2002-10-28,2002,10,28,1,301
21390,2002-10-29,2002,10,29,1,302
21391,2002-10-30,2002,10,30,1,303
21392,2002-10-31,2002,10,31,1,304
21393,2002-11-01,2002,11,1,1,305
21395,2002-11-03,2002,11,3,1,307
21396,2002-11-04,2002,11,4,1,308
21397,2002-11-05,2002,11,5,1,309
21398,2002-11-06,2002,11,6,1,310
21399,2002-11-07,2002,11,7,1,311
21400,2002-11-08,2002,11,8,1,312
21401,2002-11-09,2002,11,9,1,313
21402,2002-11-10,2002,11,10,1,314
21403,2002-11-11,2002,11,11,1,315
21404,2002-11-12,2002,11,12,1,316
21405,2002-11-13,2002,11,13,1,317
21406,2002-11-14,2002,11,14,1,318
21407,2002-11-15,2002,11,15,1,319
21408,2002-11-16,2002,11,16,1,320
21409,2002-11-17,2002,11,17,1,321
21410,2002-11-18,2002,11,18,1,322
21411,2002-11-19,2002,11,19,1,323
21412,2002-11-20,2002,11,20,1,324
21413,2002-11-21,2002,11,21,1,325
21414,2002-11-22,2002,11,22,1,326
21416,2002-11-24,2002,11,24,1,328
21417,2002-11-25,2002,11,25,1,329
21418,2002-11-26,2002,11,26,1,330
21419,2002-11-27,2002,11,27,1,331
21420,2002-11-28,2002,11,28,1,332
21421,2002-11-29,2002,11,29,1,333
21422,2002-11-30,2002,11,30,1,334
21423,2002-12-01,2002,12,1,1,335
21424,2002-12-02,2002,12,2,1,336
21425,2002-12-03,2002,12,3,1,337
21426,2002-12-04,2002,12,4,1,338
21427,2002-12-05,2002,12,5,1,339
21428,2002-12-06,2002,12,6,1,340
21429,2002-12-07,2002,12,7,1,341
21430,2002-12-08,2002,12,8,1,342
21431,2002-12-09,2002,12,9,1,343
21432,2002-12-10,2002,12,10,1,344
21433,2002-12-11,2002,12,11,1,345
21434,2002-12-12,2002,12,12,1,346
21435,2002-12-13,2002,12,13,1,347
21436,2002-12-14,2002,12,14,1,348
21437,2002-12-15,2002,12,15,1,349
21438,2002-12-16,2002,12,16,1,350
21439,2002-12-17,2002,12,17,1,351
21440,2002-12-18,2002,12,18,1,352
21441,2002-12-19,2002,12,19,1,353
21442,2002-12-20,2002,12,20,1,354
21443,2002-12-21,2002,12,21,1,355
21444,2002-12-22,2002,12,22,1,356
21445,2002-12-23,2002,12,23,1,357
21446,2002-12-24,2002,12,24,1,358
21447,2002-12-25,2002,12,25,1,359
21448,2002-12-26,2002,12,26,1,360
21449,2002-12-27,2002,12,27,1,361
21450,2002-12-28,2002,12,28,1,362
21451,2002-12-29,2002,12,29,1,363
21452,2002-12-30,2002,12,30,1,364
21453,2002-12-31,2002,12,31,1,365
21454,2003-01-01,2003,1,1,1,1
21455,2003-01-02,2003,1,2,1,2
21456,2003-01-03,2003,1,3,1,3
21457,2003-01-04,2003,1,4,1,4
21458,2003-01-05,2003,1,5,1,5
21459,2003-01-06,2003,1,6,1,6
21460,2003-01-07,2003,1,7,1,7
21461,2003-01-08,2003,1,8,1,8
21462,2003-01-09,2003,1,9,1,9
21463,2003-01-10,2003,1,10,1,10
21464,2003-01-11,2003,1,11,1,11
21465,2003-01-12,2003,1,12,1,12
21466,2003-01-13,2003,1,13,1,13
21467,2003-01-14,2003,1,14,1,14
21468,2003-01-15,2003,1,15,1,15
21469,2003-01-16,2003,1,16,1,16
21470,2003-01-17,2003,1,17,1,17
21471,2003-01-18,2003,1,18,1,18
21472,2003-01-19,2003,1,19,1,19
21473,2003-01-20,2003,1,20,1,20
21474,2003-01-21,2003,1,21,1,21
21475,2003-01-22,2003,1,22,1,22
21476,2003-01-23,2003,1,23,1,23
21477,2003-01-24,2003,1,24,1,24
21478,2003-01-25,2003,1,25,1,25
21479,2003-01-26,2003,1,26,1,26
21480,2003-01-27,2003,1,27,1,27
21481,2003-01-28,2003,1,28,1,28
21482,2003-01-29,2003,1,29,1,29
21483,2003-01-30,2003,1,30,1,30
21484,2003-01-31,2003,1,31,1,31
21485,2003-02-01,2003,2,1,1,32
21486,2003-02-02,2003,2,2,1,33
21487,2003-02-03,2003,2,3,1,34
21488,2003-02-04,2003,2,4,1,35
21489,2003-02-05,2003,2,5,1,36
21490,2003-02-06,2003,2,6,1,37
21491,2003-02-07,2003,2,7,1,38
21492,2003-02-08,2003,2,8,1,39
21493,2003-02-09,2003,2,9,1,40
21494,2003-02-10,2003,2,10,1,41
21495,2003-02-11,2003,2,11,1,42
21496,2003-02-12,2003,2,12,1,43
21497,2003-02-13,2003,2,13,1,44
21498,2003-02-14,2003,2,14,1,45
21499,2003-02-15,2003,2,15,1,46
21500,2003-02-16,2003,2,16,1,47
21501,2003-02-17,2003,2,17,1,48
21502,2003-02-18,2003,2,18,1,49
21503,2003-02-19,2003,2,19,1,50
21504,2003-02-20,2003,2,20,1,51
21506,2003-02-22,2003,2,22,1,53
21507,2003-02-23,2003,2,23,1,54
21508,2003-02-24,2003,2,24,1,55
21509,2003-02-25,2003,2,25,1,56
21510,2003-02-26,2003,2,26,1,57
21511,2003-02-27,2003,2,27,1,58
21512,2003-02-28,2003,2,28,1,59
21513,2003-03-01,2003,3,1,1,60
21514,2003-03-02,2003,3,2,1,61
21515,2003-03-03,2003,3,3,1,62
21516,2003-03-04,2003,3,4,1,63
